Concurso;Data do Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Ganhadores 6 acertos;Cidade / UF;Rateio 6 acertos;Ganhadores 5 acertos;Rateio 5 acertos;Ganhadores 4 acertos;Rateio 4 acertos;Acumulado 6 acertos;Arrecadação Total;Estimativa prêmio;Acumulado Sorteio Especial Mega da Virada;Observação
159;20/03/1999;9;11;16;35;50;58;1;PR;R$2.038.170,67;57;R$15.735,49;4124;R$217,49;R$0,00;R$0,00;R$0,00;R$0,00;Ganhador da SENA do Estado do Paraná.
160;27/03/1999;2;13;42;52;54;58;0;;R$0,00;74;R$19.431,89;6132;R$234,50;R$11.251.511,63;R$0,00;R$0,00;R$0,00;A MEGA está acumulada - o Prêmio do Concurso 161, poderá chegar a R$  13 Milhões
161;03/04/1999;6;25;30;37;39;41;0;;R$0,00;95;R$14.430,61;6865;R$199,69;R$12.896.601,04;R$0,00;R$0,00;R$0,00;
162;10/04/1999;21;23;33;38;48;51;0;;R$0,00;92;R$20.941,30;7244;R$265,96;R$15.208.520,83;R$0,00;R$0,00;R$0,00;
163;17/04/1999;8;27;36;41;53;56;2;;R$8.975.833,36;146;R$15.657,23;10793;R$211,80;R$0,00;R$0,00;R$0,00;R$0,00;02 Ganhadores da MEGA:  Distrito Federal e Mato Grosso do Sul
164;24/04/1999;4;10;14;19;28;44;0;;R$0,00;111;R$7.595,63;8386;R$100,54;R$1.011.737,90;R$0,00;R$0,00;R$0,00;A Mega-Sena  ACUMULOU em: R$ 1.011.737,90
165;01/05/1999;10;19;23;35;39;56;2;;R$1.044.444,54;75;R$11.968,35;5378;R$166,91;R$0,00;R$0,00;R$0,00;R$0,00;Ganhadores da SENA dos Estados de Minas Gerais e Pernambuco.
166;08/05/1999;12;13;22;57;59;60;0;;R$0,00;47;R$17.424,67;3371;R$242,95;R$982.751,54;R$0,00;R$0,00;R$0,00;A MEGA   A C U M U L O U   ! ! !
167;15/05/1999;1;11;28;33;38;48;1;;R$2.100.980,21;82;R$11.364,11;4997;R$186,48;R$0,00;R$0,00;R$0,00;R$0,00;Ganhador da SENA do Estado do Rio de Janeiro.
168;22/05/1999;2;9;31;35;45;50;0;;R$0,00;48;R$15.743,70;3528;R$214,20;R$906.836,93;R$0,00;R$0,00;R$0,00;MEGASENA - O prêmio está ACUMULADO
169;29/05/1999;1;13;21;37;51;52;0;;R$0,00;65;R$13.679,08;4489;R$198,07;R$1.973.804,91;R$0,00;R$0,00;R$0,00;
170;05/06/1999;7;41;46;51;55;58;0;;R$0,00;50;R$32.383,95;6257;R$258,78;R$13.643.095,71;R$0,00;R$0,00;R$0,00;"A  MEGA-SENA  CONTINUA    ""A C U M U L A D A"" podendo passar de 16 MILHÕES DE REAIS"
171;12/06/1999;4;27;40;43;46;54;1;;R$16.052.410,83;134;R$14.983,30;10378;R$193,46;R$0,00;R$0,00;R$0,00;R$0,00;UM GANHADOR DA MEGA-SENA, no Estado do Rio de Janeiro - Capital
172;19/06/1999;10;14;26;35;36;49;0;;R$0,00;64;R$13.460,12;4592;R$186,89;R$1.033.736,70;R$0,00;R$0,00;R$0,00;
173;26/06/1999;17;28;29;42;49;50;1;;R$2.148.316,42;40;R$23.220,41;3610;R$256,32;R$0,00;R$0,00;R$0,00;R$0,00;O Ganhador da SENA é do Distrito Federal.
174;03/07/1999;11;22;23;36;52;59;0;;R$0,00;44;R$17.846,85;3217;R$243,18;R$942.313,58;R$0,00;R$0,00;R$0,00;A MEGA-SENA  ( A C U M U L O U ) - R$ 942.313,58
175;10/07/1999;1;10;13;20;42;50;0;;R$0,00;114;R$8.094,08;7058;R$130,25;R$2.049.582,99;R$0,00;R$0,00;R$0,00;A SENA está ACUMULADA  em  R$ 2.049.582,99.
176;17/07/1999;1;3;4;28;45;53;0;;R$0,00;62;R$16.696,39;5405;R$190,80;R$3.291.794,61;R$0,00;R$0,00;R$0,00;
177;24/07/1999;22;35;38;39;41;59;0;;R$0,00;52;R$21.716,29;4408;R$255,21;R$4.646.890,81;R$0,00;R$0,00;R$0,00;A SENA ESTÁ ACUMULADA, E O PRÊMIO ESTIMADO É DE R$ 6.500.000,00!
178;31/07/1999;5;15;19;26;27;33;1;;R$6.129.539,43;198;R$6.240,11;13086;R$94,07;R$0,00;R$0,00;R$0,00;R$0,00;Ganhador do Estado de São Paulo
179;07/08/1999;5;6;23;26;27;53;0;;R$0,00;78;R$10.281,59;5646;R$141,51;R$962.357,04;R$0,00;R$0,00;R$0,00;Não Houve Ganhador da Sena. MEGASENA  ACUMULADA.
180;14/08/1999;6;23;29;39;51;60;0;;R$0,00;111;R$15.907,98;6978;R$252,09;R$12.143.009,93;R$0,00;R$0,00;R$0,00;A MEGA SENA Acumulou - prêmio previsto superior a 14 Milhões.
181;21/08/1999;1;27;33;35;51;55;0;;R$0,00;182;R$11.127,07;11797;R$171,02;R$14.573.162,71;R$0,00;R$0,00;R$0,00;Estimativa de prêmio para a sena do próximo concurso: R$ 18 milhões.
182;28/08/1999;3;5;10;28;46;60;0;;R$0,00;239;R$9.954,78;17413;R$136,13;R$17.428.194,22;R$0,00;R$0,00;R$0,00;A  MEGASENA continua Acumulada
183;04/09/1999;2;7;11;16;40;44;0;;R$0,00;306;R$9.468,79;20677;R$139,60;R$20.905.131,40;R$0,00;R$0,00;R$0,00;A MEGASENA Acumulou!!! Prêmio previsto  acima  de R$ 25 Milhões.
184;11/09/1999;9;16;21;34;41;60;0;;R$0,00;217;R$14.699,97;15462;R$205,53;R$24.733.003,15;R$0,00;R$0,00;R$0,00;A MEGA-SENA ACUMULOU NOVAMENTE!!!. A PREVISÃO DE PREMIAÇÃO DO CONC. 185 É DE R$ 30.000.000,00
185;18/09/1999;17;22;43;46;55;59;0;;R$0,00;366;R$12.275,86;24849;R$180,13;R$30.124.561,09;R$0,00;R$0,00;R$0,00;A MEGA-SENA ACUMULOU!!! A ESTIMATIVA DE PRÊMIO É DE R$ 37.000.000,00.
186;25/09/1999;14;23;24;25;26;51;0;;R$0,00;352;R$17.072,24;31164;R$192,10;R$37.335.874,86;R$0,00;R$0,00;R$0,00;Megasena Acumulada. Previsao de premio para o conc.187 e de R$46 Milhoes
187;02/10/1999;6;36;41;44;48;58;0;;R$0,00;397;R$23.058,35;39365;R$231,66;R$48.320.873,60;R$0,00;R$0,00;R$0,00;Sorteio Conc. 188 será domingo, 10/10, às 20:30 h. em Salvador/BA. Vendas até às 16 h. do domingo.
188;10/10/1999;17;27;34;42;43;46;1;;R$64.905.517,65;1200;R$11.517,11;90235;R$152,58;R$0,00;R$0,00;R$0,00;R$0,00;Ganhador da MEGASENA é do Estado da  BAHIA, Prêmio para o próximo concurso 1 MILHÃO.
189;16/10/1999;4;15;31;38;41;53;0;;R$0,00;61;R$23.476,18;5485;R$260,09;R$1.718.456,25;R$0,00;R$0,00;R$0,00;A MEGA-SENA ACUMULOU. PREVISÃO DE PRÊMIO PARA SENA CONC.190 É DE R$ 45.000.000,00.
190;24/10/1999;5;10;21;32;40;42;0;;R$0,00;304;R$14.923,96;21481;R$210,41;R$44.895.988,05;R$0,00;R$0,00;R$0,00;A MEGASENA Acumulou!!!! prêmio previsto para o próximo concurso é de R$ 53 Milhões.
191;31/10/1999;1;3;5;23;41;58;1;;R$50.968.412,58;383;R$13.212,41;30477;R$165,41;R$0,00;R$0,00;R$0,00;R$0,00;MEGA-SENA  tem 01 Ganhador de MATO GROSSO DO SUL, Campo Grande
192;06/11/1999;1;26;28;41;54;60;0;;R$0,00;53;R$23.005,08;4403;R$275,87;R$1.463.122,78;R$0,00;R$0,00;R$0,00;A MEGASENA Acumulou!!! Estimativa de prêmio para o próximo concurso acima de 3 Milhões.
193;13/11/1999;4;11;12;19;43;49;0;;R$0,00;190;R$7.199,87;11415;R$119,39;R$3.104.692,58;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$5.300.000,00.
194;20/11/1999;25;28;32;33;42;43;0;;R$0,00;106;R$12.862,40;7456;R$182,18;R$4.740.789,92;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$6.700.000,00.
195;27/11/1999;3;9;17;32;37;44;1;AM;R$6.370.250,64;339;R$4.005,56;13819;R$97,89;R$0,00;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$1.000.000,00.
196;04/12/1999;7;9;14;17;24;32;0;;R$0,00;182;R$5.309,16;10493;R$91,75;R$1.159.520,95;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$2.490.000,00.
197;11/12/1999;5;12;15;19;29;52;0;;R$0,00;128;R$8.259,15;8720;R$120,78;R$2.428.125,98;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$4.200.000,00.
198;18/12/1999;1;8;18;23;35;40;0;;R$0,00;125;R$8.881,02;7134;R$155,02;R$3.760.278,08;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$5.000.000,00.
199;24/12/1999;10;16;37;50;52;57;1;SP;R$4.915.593,20;34;R$28.316,55;3143;R$305,16;R$0,00;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$16.500.000,00.
200;31/12/1999;12;15;19;34;44;51;2;;R$8.829.389,20;186;R$11.008,48;13027;R$156,59;R$0,00;R$0,00;R$0,00;R$0,00;Os ganhadores da MEGASENA são de: Clevelândia/PR e São José dos Campos/SP.
201;08/01/2000;5;20;22;30;35;55;1;RN;R$1.038.373,94;77;R$11.237,81;4502;R$191,48;R$0,00;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$1.070.000,00.
202;15/01/2000;12;24;44;45;49;53;0;;R$0,00;65;R$12.412,65;4279;R$187,85;R$968.186,82;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso R$2.000.000,00.
203;22/01/2000;11;19;29;44;47;55;0;;R$0,00;63;R$14.099,33;5417;R$163,36;R$2.034.096,14;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso R$3.300.000,00.
204;29/01/2000;29;31;39;41;51;58;0;;R$0,00;32;R$30.221,85;2400;R$401,43;R$3.194.615,19;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$4.500.000,00.
205;05/02/2000;26;32;40;43;46;54;1;RJ;R$4.490.339,49;71;R$15.208,03;6014;R$178,86;R$0,00;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$900.000,00.
206;12/02/2000;18;20;26;34;51;56;0;;R$0,00;43;R$17.769,34;3478;R$218,86;R$916.897,74;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$2.000.000,00.
207;19/02/2000;3;7;19;24;53;55;0;;R$0,00;90;R$9.663,76;6510;R$133,10;R$1.960.583,04;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$3.200.000,00.
208;26/02/2000;15;23;24;25;47;57;0;;R$0,00;72;R$12.679,18;5232;R$173,83;R$3.056.064,34;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$4.300.000,00.
209;04/03/2000;13;21;26;32;41;52;0;;R$0,00;81;R$12.349,82;5496;R$181,32;R$4.256.466,94;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$14.000.000,00.
210;11/03/2000;20;32;37;38;48;58;0;;R$0,00;29;R$46.721,17;3921;R$344,24;R$14.043.878,83;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concursoR$16MILHÕES.
211;18/03/2000;10;20;33;40;45;50;0;;R$0,00;164;R$10.880,27;16680;R$106,58;R$16.185.115,03;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$19.000.000,00.
212;25/03/2000;6;15;29;45;57;59;0;;R$0,00;147;R$13.318,79;9880;R$197,42;R$18.534.548,53;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$21.000.000,00.
213;01/04/2000;3;9;23;30;32;35;3;"PR; RS; SC";R$7.089.194,54;312;R$7.299,77;18348;R$123,66;R$0,00;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$1.000.000,00.
214;08/04/2000;6;12;30;31;35;50;0;;R$0,00;54;R$15.578,04;3769;R$222,35;R$1.009.456,63;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$2.100.000,00.
215;15/04/2000;7;28;37;46;53;58;0;;R$0,00;78;R$12.078,40;4942;R$189,92;R$2.139.994,41;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$3.400.000,00.
216;22/04/2000;14;18;30;35;42;59;4;"BA; MG; RJ; SP";R$801.057,55;91;R$9.745,75;5049;R$175,00;R$0,00;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$900.000,00.
217;29/04/2000;3;27;32;45;49;51;0;;R$0,00;159;R$4.599,62;5820;R$125,19;R$877.607,32;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$1.800.000,00.
218;06/05/2000;12;17;40;42;47;54;1;PR;R$1.878.255,09;95;R$8.777,61;4679;R$177,55;R$0,00;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$1.000.000,00.
219;13/05/2000;23;26;28;36;42;49;0;;R$0,00;80;R$9.221,78;5139;R$143,02;R$885.291,29;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$12.000.000,00.
220;20/05/2000;13;14;36;53;55;60;1;SP;R$12.636.751,12;125;R$12.488,05;8067;R$192,78;R$0,00;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$1.000.000,00.
221;27/05/2000;13;27;43;50;54;58;0;;R$0,00;49;R$14.565,66;3793;R$187,45;R$856.460,89;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$2.000.000,00.
222;03/06/2000;5;19;30;48;52;55;0;;R$0,00;55;R$15.243,16;4462;R$187,18;R$1.862.509,60;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$3.000.000,00.
223;10/06/2000;2;6;22;24;28;58;0;;R$0,00;163;R$5.838,31;7780;R$121,86;R$3.004.483,21;R$0,00;R$0,00;R$0,00;Estimativa de prêmio p/ Conc.224 (Sena) R$ 4.400.000,00. Sorteio realizado em Graça/SP.
224;17/06/2000;7;16;18;20;21;44;0;;R$0,00;119;R$8.706,35;7185;R$143,77;R$4.247.750,04;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$5.800.00,00.
225;24/06/2000;2;4;16;21;37;58;0;;R$0,00;83;R$12.542,39;5517;R$188,14;R$5.496.971,76;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$7.000.000,00.
226;01/07/2000;1;2;38;49;50;59;1;SP;R$6.916.920,13;78;R$15.170,39;4123;R$286,14;R$0,00;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$1.000.000,00.
227;08/07/2000;11;26;27;37;42;48;0;;R$0,00;51;R$14.471,45;3648;R$201,72;R$885.652,57;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$2.000.000,00.
228;15/07/2000;13;16;40;43;45;59;0;;R$0,00;64;R$13.240,28;4497;R$187,87;R$1.902.506,15;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$3.300.000,00.
229;22/07/2000;11;13;21;33;39;45;1;AM;R$2.992.781,57;121;R$7.508,79;7685;R$117,88;R$0,00;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$8.800.000,00.
230;29/07/2000;8;40;41;44;53;56;0;;R$0,00;94;R$15.000,56;5820;R$241,56;R$9.547.336,00;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$11.600.000,00.
231;05/08/2000;16;27;36;42;44;59;0;;R$0,00;125;R$12.896,11;9458;R$169,93;R$11.481.752,44;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$13.800.000,00.
232;12/08/2000;19;22;29;37;41;59;0;;R$0,00;124;R$14.598,36;8807;R$204,93;R$13.653.988,77;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$16.200.000,00.
233;19/08/2000;3;7;24;32;36;45;5;"DF; SP";R$3.196.547,03;512;R$3.790,28;21452;R$90,20;R$0,00;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$1.000.000,00.
234;26/08/2000;15;25;41;42;45;54;0;;R$0,00;39;R$19.369,91;3505;R$214,89;R$906.511,63;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$2.000.000,00.
235;02/09/2000;2;22;29;31;41;55;0;;R$0,00;52;R$16.604,49;3086;R$278,96;R$1.942.631,63;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$3.200.000,00.
236;09/09/2000;10;25;50;52;57;60;0;;R$0,00;76;R$12.197,95;4703;R$196,53;R$3.055.084,91;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$4.300.000,00.
237;16/09/2000;7;31;36;45;56;57;0;;R$0,00;54;R$19.896,75;4145;R$258,44;R$4.344.394,18;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$5.900.000,00.
238;23/09/2000;9;13;15;37;41;42;4;"BA; SP";R$1.429.476,11;188;R$6.088,25;10483;R$108,86;R$0,00;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso R$900.000,00.
239;30/09/2000;6;21;33;44;46;47;1;BA;R$866.183,32;30;R$24.060,65;3826;R$188,10;R$0,00;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso: R$11.500.000,00.
240;07/10/2000;25;28;38;41;57;59;0;;R$0,00;103;R$15.200,74;6244;R$250,00;R$11.686.511,34;R$0,00;R$0,00;R$0,00;Estimativa de prêmio (sena) do próximo concurso R$14 MILHÕES.
241;14/10/2000;11;31;35;40;56;57;0;;R$0,00;74;R$22.811,94;5485;R$306,85;R$13.712.211,55;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso R$16.000.000,00.
242;21/10/2000;4;7;21;22;28;56;0;;R$0,00;203;R$9.933,73;13497;R$148,97;R$16.132.069,11;R$0,00;R$0,00;R$0,00;Estimativa de prêmio do próximo concurso (sena): R$ 19MILHÕES.
243;28/10/2000;11;16;20;23;32;47;0;;R$0,00;180;R$12.019,97;13705;R$157,40;R$18.728.383,13;R$0,00;R$0,00;R$0,00;Estimativa de prêmio próximo concurso: R$23.000.000,00
244;04/11/2000;19;24;33;47;50;60;0;;R$0,00;204;R$13.698,02;14735;R$189,08;R$22.081.659,67;R$0,00;R$0,00;R$0,00;Previsão de prêmio para próximo concurso (245) é de R$ 27 MILHÕES.
245;11/11/2000;8;27;44;51;53;60;3;"GO; MG; SC";R$9.153.484,88;283;R$15.838,62;21593;R$206,96;R$0,00;R$0,00;R$0,00;R$0,00;Previsão de prêmio do próximo concurso R$900.000,00.
246;18/11/2000;2;16;32;37;43;57;0;;R$0,00;93;R$9.292,06;5429;R$158,71;R$1.036.993,80;R$0,00;R$0,00;R$0,00;Estimativa de prêmio do próximo concurso (247): R$2.300.000,00.
247;25/11/2000;3;10;23;30;34;46;0;;R$0,00;80;R$12.080,19;6425;R$149,96;R$2.196.692,29;R$0,00;R$0,00;R$0,00;Previsão de prêmio (sena) para próximo concurso (248) é de R$3.600.000,00
248;02/12/2000;16;32;34;35;41;56;0;;R$0,00;50;R$21.550,72;4862;R$220,96;R$3.489.735,08;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso:R$5MILHÕES.
249;09/12/2000;21;36;40;49;54;55;0;;R$0,00;60;R$19.680,20;4247;R$277,21;R$4.906.709,76;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso final zero R$22.500.000,00.
250;16/12/2000;7;25;41;42;43;55;0;;R$0,00;203;R$10.867,31;15545;R$141,50;R$22.593.628,59;R$0,00;R$0,00;R$0,00;ESTIMATIVA PRÊMIO PRÓXIMO CONCURSO (SENA): R$26MILHÕES.
251;23/12/2000;15;23;30;34;49;55;0;;R$0,00;180;R$15.473,98;12813;R$216,73;R$25.936.007,67;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso (sena) R$31 MILHÕES.
252;30/12/2000;4;17;26;32;51;54;2;"DF; SP";R$15.107.002,24;354;R$10.070,62;22122;R$160,67;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso: R$1 MILHÃO.
253;06/01/2001;11;12;24;37;44;56;0;;R$0,00;126;R$6.985,77;7260;R$120,88;R$1.056.248,75;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (Sena):R$2.500.000,00.
254;13/01/2001;1;4;21;22;30;56;0;;R$0,00;66;R$16.400,47;6381;R$169,14;R$2.355.166,17;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena):R$4MILHÕES.
255;20/01/2001;16;19;20;32;44;55;0;;R$0,00;80;R$14.363,63;6812;R$168,19;R$3.734.074,48;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso(Sena)R$5.500.000,00
256;27/01/2001;2;21;26;32;34;52;0;;R$0,00;91;R$13.336,96;6319;R$191,49;R$5.190.470,09;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena):R$7MILHÕES.
257;03/02/2001;1;4;5;19;28;34;1;RJ;R$6.808.483,96;175;R$7.704,83;11706;R$114,84;R$0,00;R$0,00;R$0,00;R$0,00;PREVISÃO PRÊMIO PRÓXIMO CONCURSO(Sena):R$1.000.000,00
258;10/02/2001;7;12;50;54;55;60;0;;R$0,00;53;R$15.960,68;3615;R$233,30;R$1.015.099,19;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso (Sena): R$2.300.000,00
259;17/02/2001;13;15;20;33;43;58;0;;R$0,00;65;R$15.136,22;5581;R$175,77;R$2.195.724,03;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena):R$17MILHÕES.
260;24/02/2001;4;6;33;43;59;60;0;;R$0,00;120;R$16.065,94;8956;R$214,63;R$17.357.124,85;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso(sena): R$20.000.000,00
261;03/03/2001;5;16;20;30;54;56;0;;R$0,00;91;R$22.350,19;7281;R$278,51;R$19.797.765,32;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (262): R$23MILHÕES.
262;10/03/2001;11;20;48;53;58;60;0;;R$0,00;108;R$24.643,78;8838;R$300,24;R$22.991.600,18;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena)Rr$27.000.000,00.
263;17/03/2001;8;9;26;43;50;53;0;;R$0,00;136;R$24.937,18;12752;R$265,17;R$27.061.348,12;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena): R$32Milhões.
264;24/03/2001;1;5;13;25;31;33;2;"CE; SP";R$16.055.880,73;979;R$4.298,96;50364;R$83,25;R$0,00;R$0,00;R$0,00;R$0,00;Previsão prêmio próximo concurso(Sena) R$1.000.000,00
265;31/03/2001;7;16;34;41;50;53;0;;R$0,00;64;R$14.676,59;3855;R$242,74;R$1.127.161,81;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena):R$2.500.000,00.
266;07/04/2001;2;23;38;46;48;54;0;;R$0,00;89;R$12.318,14;6687;R$163,33;R$2.442.739,49;R$0,00;R$0,00;R$0,00;PREVISÃO PRÊMIO(SENA)PRÓXIMO CONCURSO: R$4.000.000,00
267;14/04/2001;1;8;45;46;55;58;0;;R$0,00;46;R$23.142,59;4076;R$260,19;R$3.720.210,04;R$0,00;R$0,00;R$0,00;ESTIMATIVA PRÊMIO (SENA) PRÓXIMO CONCURSO: R$5.000.000,00.
268;21/04/2001;5;6;10;21;33;47;0;;R$0,00;111;R$10.348,29;10133;R$112,93;R$5.098.601,74;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena):R$7MILHÕES.
269;28/04/2001;17;18;19;25;49;52;0;;R$0,00;110;R$12.115,70;8717;R$152,31;R$6.697.873,66;R$0,00;R$0,00;R$0,00;Estimativa prêmio (Sena) próximo concurso: R$25.000.000,00.
270;05/05/2001;5;9;27;35;40;45;1;SP;R$25.186.260,21;228;R$9.665,14;16867;R$130,16;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena):1MILHÃO.
271;12/05/2001;14;24;26;29;31;54;0;;R$0,00;43;R$19.939,25;4385;R$194,79;R$1.028.865,23;R$0,00;R$0,00;R$0,00;Estimativa prêmio (Sena) próximo concurso: R$2.500.000,00.
272;19/05/2001;9;10;24;36;56;58;0;;R$0,00;70;R$14.013,37;5491;R$177,97;R$2.205.988,15;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena):R$3.500.000,00.
273;26/05/2001;10;17;23;27;47;52;1;PE;R$3.456.480,23;92;R$11.326,92;7241;R$143,38;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena) :R$1MILHÃO.
274;02/06/2001;11;13;18;26;39;47;0;;R$0,00;142;R$5.488,22;7420;R$104,64;R$935.192,94;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena):R$ 2 MILHÕES.
275;09/06/2001;16;19;30;37;38;48;0;;R$0,00;41;R$22.897,52;3737;R$250,27;R$2.061.751,10;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena): R$ 3.500.000,00.
276;16/06/2001;22;39;45;53;57;59;0;;R$0,00;79;R$12.486,98;5172;R$190,01;R$3.245.516,79;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena):R$ 5 MILHÕES.
277;23/06/2001;4;26;38;40;52;56;0;;R$0,00;95;R$11.578,72;5404;R$202,78;R$4.565.490,29;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (Sena)R$6.000.000,00
278;30/06/2001;10;15;18;22;31;55;0;;R$0,00;99;R$11.868,09;6996;R$167,32;R$5.975.419,10;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena): R$ 8 MILHÕES.
279;07/07/2001;4;23;31;47;58;59;0;;R$0,00;58;R$23.664,88;6137;R$222,81;R$7.622.494,24;R$0,00;R$0,00;R$0,00;Estimativa prêmio (Sena) próximo concurso: R$ 20.000.000,00
280;14/07/2001;5;16;20;25;30;58;0;;R$0,00;192;R$11.199,47;14673;R$146,00;R$19.351.758,16;R$0,00;R$0,00;R$0,00;Estimativa prêmio(sena) próximo concurso: R$23.000.000,00.
281;21/07/2001;5;11;31;38;47;53;1;PR;R$22.414.093,50;188;R$13.574,18;12864;R$197,63;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena)R$1.000.000,00
282;28/07/2001;9;14;23;24;33;36;1;RJ;R$958.878,82;76;R$10.514,03;6064;R$131,27;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena): R$ 800 MIL.
283;01/08/2001;25;28;34;42;48;54;1;SP;R$367.173,22;36;R$8.499,38;2126;R$143,38;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa de prêmio (SENA) próximo concurso: R$ 800.000,00
284;04/08/2001;7;8;14;30;32;36;1;PR;R$901.884,48;75;R$10.020,94;5358;R$139,74;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena): R$500 MIL.
285;08/08/2001;12;32;37;41;50;56;0;;R$0,00;17;R$20.875,96;1173;R$301,41;R$425.869,64;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena): R$ 1.500.000,00.
286;11/08/2001;29;35;37;44;47;56;0;;R$0,00;59;R$13.743,96;3739;R$216,06;R$1.398.941,94;R$0,00;R$0,00;R$0,00;Estimativa prêmio (SENA)próximo concurso: R$ 2.000.000,00.
287;15/08/2001;3;13;25;33;47;60;1;TO;R$1.931.474,80;110;R$4.034,34;5633;R$78,49;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa prêmio próximo concurso (sena): R$ 1 MILHÃO.
